,Marca,Modelo,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,dealer,Comunidad_Autonoma
20009,BMW,X5,7800,Diésel,2004.0,250000,248.34857142857143,False,d6085c51815369ed637d37eabbff831c,País_Vasco
20010,CITROEN,C3,5799,Gasolina,2012.0,75000,73.0,True,Carislas,Canarias
20011,JAGUAR,XE,49900,Gasolina,2019.0,11000,250.0,True,Movilcar,Comunidad_de_Madrid
20012,NISSAN,QASHQAI,5300,Diésel,2013.0,250774,110.0,False,7c4ab2635bc11858c6c26ccbadba065b,Comunidad_Valenciana
20013,RENAULT,Megane,4900,Diésel,2011.0,140000,108.679012345679,False,011faf24a8c122b253ba1578e169e5f6,Andalucía
20014,BMW,Serie 2,21990,Diésel,2015.0,90000,190.0,True,Gestiones Automovilisticas Cerro Muriano,Andalucía
20015,PORSCHE,718,71000,Gasolina,2018.0,28000,350.0,True,Centro Porsche Girona,Catalunya
20016,KIA,XCeed,18818,Gasolina,2019.0,4800,120.0,True,Autos Selikar,Comunidad_de_Madrid
20017,MINI,CLUBMAN,22100,Gasolina,2017.0,44155,136.0,True,ENGASA Concesionario Oficial BMW y MINI,Comunidad_Valenciana
20018,NISSAN,QASHQAI,22900,Gasolina,2019.0,5,140.0,True,Grupo Talauto V.N.,Castilla_La_Mancha
20019,MAZDA,Mazda6,6500,Diésel,2010.0,165000,152.40384615384616,False,78b7491661360c9552d7fda3209a5653,Comunidad_de_Madrid
20020,VOLKSWAGEN,Golf,18999,Diésel,2015.0,150000,184.0,True,LUXURY AUTOS PUM,Andalucía
20021,PEUGEOT,4007,9500,Diésel,2009.0,123027,156.0,True,Ocasion Plus,Catalunya
20022,TOYOTA,Auris,14995,Híbrido,2018.0,36500,136.0,True,Mael Motor,Comunidad_de_Madrid
20023,SSANGYONG,Tivoli,18500,Gasolina,2020.0,450,163.0,False,709d6c39cf62a3cf516d08192d647879,Catalunya
20024,RENAULT,Espace,17850,Diésel,2017.0,99000,130.0,True,J Casañ Automóviles SL,Comunidad_Valenciana
20025,BMW,Serie 3,7800,Diésel,2006.0,206000,163.0,True,Import Cars Ocasión,Galicia
20026,AUDI,A5,18990,Gasolina,2013.0,162000,211.0,True,Up Motor,País_Vasco
20027,CITROEN,Berlingo,13900,Diésel,2019.0,11000,102.0,True,ALD Sevilla,Andalucía
20028,FORD,Mondeo,2500,Diésel,2005.0,313000,140.35576923076923,False,f1915d7f1439016ed3bdbb898b0b62da,País_Vasco
20029,RENAULT,Kangoo Furgon,6500,Diésel,2016.0,100000,75.0,True,Edu Motor,Comunidad_Valenciana
20030,MINI,Countryman,11999,Diésel,2013.0,159000,127.45454545454544,False,110d46fcd978c24f306cd7fa23464d73,Andalucía
20031,BMW,Serie 1,10900,Diésel,2013.0,209000,116.0,False,3aaed74adce07680da28d52819cf5616,Galicia
20032,FORD,S-MAX,12500,Diésel,2013.0,120000,140.0,False,907ea0c81ed21ed32a99e5b5ee51e67a,Castilla_y_León
20033,BMW,Serie 3,8990,Gasolina,2007.0,125000,129.0,True,Tarraco Motors,Catalunya
20034,AUDI,A4,22200,Gasolina,2019.0,50904,150.0,True,Ocasion Plus,Comunidad_Valenciana
20035,OPEL,Astra,11500,Diésel,2017.0,112000,110.0,True,Amys Automocion,Comunidad_de_Madrid
20036,CITROEN,Xsara Picasso,2699,Diésel,2005.0,136000,90.0,False,83956b7d20767af9c0ad355f9d653e8c,Región_de_Murcia
20037,SEAT,Ibiza,1100,Diésel,2002.0,200000,94.28936170212766,False,f30618ed64655812746272636a992b95,Ceuta
20038,INFINITI,FX,23800,Diésel,2011.0,143922,238.0,True,Lecars,País_Vasco
20039,AUDI,A7,40900,Diésel,2017.0,102800,272.0,True,TARRACOMOBIL,Catalunya
20040,RENAULT,Megane,11300,Diésel,2016.0,74390,110.0,True,Mr Automotive,Comunidad_de_Madrid
20041,MERCEDES-BENZ,Clase GLC,30990,Diésel,2016.0,126000,204.0,True,Flexicar Valencia,Comunidad_Valenciana
20042,FIAT,500,34700,Eléctrico,2021.0,0,118.0,True,Fiat Automoviles Cervera,Castilla_y_León
20043,CITROEN,C3,4490,Diésel,2009.0,159800,70.0,True,Doviautos,Galicia
20044,SEAT,Cordoba,1000,Gasolina,1998.0,200000,87.88888888888889,False,39968ca3c1b6f604aaeb011448042b0d,Canarias
20045,CITROEN,DS4,10490,Diésel,2014.0,149900,114.0,True,Flexicar Barcelona,Catalunya
20046,ABARTH,500,25800,Gasolina,2019.0,2350,180.0,True,Nacar Centre Automocio,Catalunya
20047,CITROEN,C2,3200,Diésel,2008.0,150000,70.0,True,Rdv Su Auto,Catalunya
20048,LAND-ROVER,Range Rover Evoque,22500,Diésel,2016.0,140000,150.0,True,UBECARS SL,Andalucía
20049,CITROEN,C1,11850,Gasolina,2020.0,0,72.0,True,Palausa Citroën,Castilla_y_León
20050,SMART,fortwo,5500,Gasolina,2010.0,103000,71.0,True,Automoviles Enrique,Galicia
20051,OPEL,Grandland X,17900,Diésel,2018.0,33905,120.0,True,BBB Vehículos de Ocasión,Catalunya
20052,RENAULT,Talisman,13500,Diésel,2016.0,147275,130.0,True,Juan Manuel Vicente,Castilla_y_León
20053,VOLKSWAGEN,Caravelle,26687,Diésel,2019.0,16956,114.0,True,Volcenter,Comunidad_Valenciana
20054,SMART,fortwo,15900,Eléctrico,2019.0,2800,82.0,True,Cars Barcelona,Catalunya
20055,NISSAN,QASHQAI,22990,Diésel,2018.0,18000,115.0,True,NIKKO CENTER Vilafranca del Penedes,Catalunya
20056,BMW,X5,84900,Gasolina,2020.0,3900,340.0,True,Driver Cars Barcelona,Catalunya
20057,RENAULT,Laguna,8400,Diésel,2015.0,130688,130.0,True,Tml Fabrica De Remolques,Andalucía
20058,OPEL,Meriva,2600,Gasolina,2007.0,120000,105.0,True,Tals40,Comunidad_Valenciana
20059,FORD,Transit,13800,Diésel,2016.0,91000,100.0,False,4bbaccc2c1370803414424b6c4c603d1,Catalunya
20060,AUDI,TT,10900,Gasolina,2008.0,165000,160.0,False,662eaa47199461d01a623884080934ab,Comunidad_de_Madrid
20061,FORD,C-Max,4500,Diésel,2008.0,260,111.990099009901,False,5472a06c92fb9b9ab1d9fce4779cdd7f,Comunidad_Valenciana
20062,CITROEN,C4,3500,Gasolina,2005.0,246835,110.0,True,Grupo Roixal Automocion,Galicia
20063,MERCEDES-BENZ,Clase A,4000,Gasolina,2006.0,142000,95.0,False,a04546498a5468af668a0b7fc291dc9d,Andalucía
20064,OPEL,Insignia,10000,Diésel,2013.0,215000,160.0,False,b5e767c06b39fc0f60ad70f7188a2620,Galicia
20065,PEUGEOT,508,17400,Diésel,2014.0,58264,180.0,True,Gaztelu Ocasión,País_Vasco
20066,OPEL,Insignia,15400,Diésel,2017.0,67018,136.0,True,Movil 5 Sa,Andalucía
20067,PEUGEOT,308,11275,Gasolina,2015.0,41461,130.0,True,Automóviles Sanz,Comunidad_Valenciana
20068,VOLKSWAGEN,Golf Plus,3800,Diésel,2006.0,236000,105.0,False,3de6a4520f67990bc95daf2272777f4b,Castilla_La_Mancha
20069,CITROEN,C4,1150,Gasolina,2005.0,305000,117.84615384615384,False,43ba835454e616ebd3a0d69da36eec8e,Comunidad_de_Madrid
20070,VOLKSWAGEN,Passat,2300,Diésel,2002.0,230000,140.0487804878049,False,70483b6e100c9cebbffcdc62dea07eda,Andalucía
20071,FORD,Fiesta,14990,Gas licuado (GLP),2019.0,8800,75.0,True,TYSA FORD,Andalucía
20072,BMW,Serie 5,38500,Diésel,2018.0,8004,190.0,True,MANDEL MOTOR,Extremadura
20073,VOLKSWAGEN,Touran,7490,Diésel,2008.0,120000,105.0,True,Aclick Coches,Catalunya
20074,MERCEDES-BENZ,Clase A,35834,Diésel,2021.0,0,116.0,True,Autokrator,Castilla_La_Mancha
20075,PEUGEOT,3008,19999,Diésel,2018.0,79900,120.0,True,Nvcars(Madrid/Rivas),Comunidad_de_Madrid
20076,SKODA,Octavia,6990,Diésel,2009.0,95000,140.0,True,MP Automocion,Catalunya
20077,HONDA,Insight,7990,Híbrido,2011.0,89000,98.0,True,Motor JS,Comunidad_de_Madrid
20078,SEAT,Ibiza,1250,Diésel,2004.0,235000,64.0,False,078c007bd92ddec308ae2f5115c1775d,Comunidad_de_Madrid
20079,BMW,Serie 3,28900,Diésel,2019.0,1600,190.0,True,M Joscar Hnos. Automóviles,Comunidad_de_Madrid
20080,SEAT,Arona,21900,Gasolina,2019.0,4377,115.0,True,ABlanes,Catalunya
20081,SEAT,Ibiza,13400,Gasolina,2019.0,18850,95.0,True,Das WeltAuto Grupo Prim,Comunidad_Valenciana
20082,HYUNDAI,TUCSON,26850,Híbrido,2019.0,293,116.0,True,Yuncar Motor,Comunidad_de_Madrid
20083,FORD,Focus,7000,Diésel,2017.0,180094,120.0,True,Ceyocars,Comunidad_de_Madrid
20084,MITSUBISHI,Space Star,9250,Gasolina,2019.0,32760,80.0,True,B&M  Automoviles Retail,Comunidad_de_Madrid
20085,INFINITI,FX,17999,Gasolina,2010.0,121300,320.0,False,ab02fceb9689114b1cd1844e456c0695,Comunidad_de_Madrid
20086,VOLKSWAGEN,Golf,29990,Gasolina,2020.0,10000,150.0,True,Motorsol Volkswagen,Catalunya
20087,SKODA,Superb,6975,Diésel,2010.0,240000,105.0,True,Autos Center,Andalucía
20088,MERCEDES-BENZ,Vito,19300,Diésel,2020.0,31100,114.0,True,Mercedes Adarsa Asturias (Grupo Adarsa),Principado_de_Asturias
20089,MERCEDES-BENZ,Clase M,22500,Diésel,2013.0,264454,204.0,True,Flexem Car,Comunidad_Valenciana
20090,CITROEN,Berlingo,2000,Diésel,2004.0,393000,92.89400921658986,False,75ecd80235431c7227b64b838e714ad4,Castilla_La_Mancha
20091,OPEL,Astra,3600,Diésel,2011.0,391000,116.09283819628648,False,a084288bc6a0f07728af01f6b4dfe6d3,Galicia
20092,TOYOTA,Rav4,33300,Híbrido,2020.0,6,218.0,True,Toyota Automocion Via De La Plata,Castilla_y_León
20093,CITROEN,C3 Aircross,17490,Gasolina,2020.0,1,110.0,True,Interfren Citroen Figueres,Catalunya
20094,NISSAN,QASHQAI,19850,Gasolina,2020.0,30000,140.0,True,Automoviles Cars Vitoria,País_Vasco
20095,PEUGEOT,207,3500,Diésel,2009.0,155000,70.0,False,8d9c307cb7f3c4a32822a51922d1ceaa,País_Vasco
20096,MERCEDES-BENZ,Clase C,4500,Gasolina,2006.0,208000,143.0,False,dc599a9972fde3045dab59dbd1ae170b,Castilla_y_León
20097,NISSAN,Micra,7890,Gasolina,2016.0,46000,80.0,True,Mi tienda de coches.com,Andalucía
20098,SEAT,Ibiza,5900,Diésel,2012.0,134593,75.0,True,Autoesport Valencia,Comunidad_Valenciana
20099,MERCEDES-BENZ,Clase E,4200,Diésel,2001.0,364000,197.0,False,29cb3cd79d60b20891db5705af5750c7,Comunidad_Valenciana
20100,AUDI,Q7,39500,Diésel,2015.0,57800,272.0,True,Gestioncar,Catalunya
20101,BMW,X5,18590,Diésel,2010.0,182300,245.0,True,Flexicar SS Reyes,Comunidad_de_Madrid
20102,FORD,Mondeo,5690,Diésel,2009.0,187000,140.0,True,Autos 2G,Comunidad_de_Madrid
20103,BMW,Serie 1,8000,Diésel,2007.0,136000,122.0,False,98db6b79acb71383b5a83e0bbc1cadd4,Andalucía
20104,AUDI,A3,9850,Diésel,2010.0,160000,140.0,True,Automóviles Requena,Catalunya
20105,CITROEN,C4,3400,Gasolina,2008.0,98500,110.0,False,d21cd3ea391a0aefdfad09cf626a8e3e,Comunidad_Valenciana
20106,BMW,Serie 5,6000,Gasolina,2004.0,199999,231.0,False,c44688b5061756b3cca2b86c016a1535,Comunidad_de_Madrid
20107,HYUNDAI,i10,2400,Gasolina,2011.0,111000,70.34375,False,6d6354ece40846bf7fca65dfabd5d9d4,Canarias
20108,ROVER,25,1850,Gasolina,2004.0,131000,103.0,False,1fe280283011d9c4570c3665009d719a,Galicia
20109,SEAT,Altea XL,4900,Diésel,2007.0,165000,105.0,True,Automóviles Cuadrado,Región_de_Murcia
20110,SEAT,Arona,19900,Gasolina,2020.0,17900,115.0,True,Holamotor,Andalucía
20111,MERCEDES-BENZ,Clase B,19490,Eléctrico,2016.0,44000,180.0,True,Flexicar Badalona,Catalunya
20112,BMW,Serie 3,5990,Gasolina,2007.0,200000,129.0,True,INNOVA AUTOEMOCION,Canarias
20113,BMW,Serie 3,14950,Diésel,2012.0,98576,184.0,True,DIFI GIRONA,Catalunya
20114,FORD,S-MAX,4600,Diésel,2007.0,199654,147.33333333333334,False,7b64d09060db17ca6b96c0af99575903,Comunidad_de_Madrid
20115,SEAT,Leon,17900,Diésel,2019.0,11931,115.0,True,Automoviles Sanchez,Aragón
20116,SEAT,Ibiza,7500,Gasolina,2012.0,130000,105.0,False,54a7b18f26374fc200ddedde0844f8ec,Canarias
20117,AUDI,A4,18750,Diésel,2016.0,114582,150.0,True,World Cars San Vicente,Comunidad_Valenciana
20118,VOLKSWAGEN,Golf,7900,Diésel,2010.0,118525,105.0,True,Osona Automoció,Catalunya
20119,PORSCHE,Cayenne Coupe,125900,Gasolina,2020.0,130,440.0,True,Centro Porsche Valencia,Comunidad_Valenciana
20120,DACIA,Sandero,8930,Gasolina,2019.0,20000,73.0,True,Málaga Ocasión,Andalucía
20121,CITROEN,C4,8300,Diésel,2016.0,120000,120.0,True,Premier Vehiculos De Ocasion Seleccionados,Comunidad_de_Madrid
20122,NISSAN,QASHQAI,18970,Gasolina,2018.0,22800,115.0,True,Horizont Auto,Comunidad_Valenciana
20123,MERCEDES-BENZ,Clase S,3200,Diésel,2001.0,208000,197.0,True,HC Cars Conde,Catalunya
20124,VOLVO,S60,1799,Diésel,2004.0,367700,142.87179487179486,False,d41d8cd98f00b204e9800998ecf8427e,Andalucía
20125,MERCEDES-BENZ,Clase GLE,59900,Diésel,2016.0,88970,258.0,True,C&C Carsales,Andalucía
20126,VOLKSWAGEN,Passat,38900,Híbrido enchufable,2020.0,15000,218.0,True,"Volkswagen Madrid, S.A.",Comunidad_de_Madrid
20127,MERCEDES-BENZ,Clase C,12800,Diésel,2015.0,264306,170.0,True,Autos J. del Paso,Andalucía
20128,BMW,Serie 3,27900,Diésel,2018.0,75800,190.0,True,Bmw Burgocar (Grupo Resnova),Castilla_y_León
20129,SEAT,Leon,13995,Gasolina,2019.0,34230,130.0,True,Miguel Leon Automoviles,Canarias
20130,SKODA,Fabia,2999,Gasolina,2004.0,153000,101.0,True,M7-Cars,País_Vasco
20131,MINI,MINI,11400,Diésel,2013.0,97000,143.0,True,Auto Elegance,Andalucía
20132,VOLKSWAGEN,Golf,5990,Diésel,2009.0,230000,140.0,True,Automoviles JD Cars,La_Rioja
20133,FIAT,500L,8500,Gasolina,2016.0,80900,95.0,True,Patry Car,Andalucía
20134,MERCEDES-BENZ,Clase M,6000,Diésel,2009.0,173720,190.0,False,2c42e5cf1cdbafea04ed267018ef1511,Castilla_y_León
20135,VOLVO,V60,9999,Diésel,2013.0,148000,115.0,True,ARBUIO OCASIÓN,País_Vasco
20136,MERCEDES-BENZ,Clase C,35990,Diésel,2019.0,44000,194.0,True,Framacar Automóviles,Andalucía
20137,RENAULT,Megane,6500,Gasolina,2013.0,100000,142.70093457943926,False,a08372b70196c21a9229cf04db6b7ceb,Comunidad_Valenciana
20138,RENAULT,Clio,1750,Diésel,2002.0,148500,65.0,True,Automobils Duna,Catalunya
20139,MERCEDES-BENZ,Clase S,4599,Diésel,2003.0,278000,241.8,False,cb4a01fb3828c0e56dad5bb1af5ed812,Castilla_y_León
20140,MERCEDES-BENZ,Clase GLA,26000,Diésel,2016.0,42700,136.0,True,Terrenauto SLU (Concesionario Oficial),Islas_Baleares
20141,BMW,Serie 3,7800,Diésel,2009.0,270000,177.0,False,75f828a72765a1670dfed3ad5421a5e9,Catalunya
20142,NISSAN,Almera,1500,Diésel,2002.0,140241,110.0,False,668162d573b358f079be450220c015de,Catalunya
20143,PEUGEOT,208,6700,Diésel,2015.0,90185,68.0,True,Mr Automotive,Comunidad_de_Madrid
20144,VOLKSWAGEN,Golf Plus,8000,Diésel,2011.0,82650,105.0,False,15f764d417f23c4820e03e22a7746fa8,Andalucía
20145,FORD,EcoSport,17490,Gasolina,2020.0,4000,125.0,True,Autos Roso,Canarias
20146,CITROEN,C1,2900,Gasolina,2008.0,102879,68.0,True,Albert,Catalunya
20147,ALFA ROMEO,33,2500,Gasolina,1988.0,85000,105.0,False,77e824c1ec726a03b04d5dc4725e8769,País_Vasco
20148,CITROEN,C4 Cactus,13500,Diésel,2017.0,39000,100.0,True,MinoAutos,Galicia
20149,INFINITI,QX30,24900,Diésel,2018.0,38000,170.0,True,Dialbra,Comunidad_de_Madrid
20150,OPEL,Corsa,850,Gasolina,1998.0,237000,95.53521126760565,False,82233bce59652cf3cc0eb7a03f3109d1,Canarias
20151,PEUGEOT,307,3490,Gasolina,2004.0,160000,110.0,True,AUTOS PRAT 2019,Catalunya
20152,HYUNDAI,i30,8900,Gasolina,2016.0,79000,135.0,False,8dc70ebd2010e3ea6b726c271ea3e704,Región_de_Murcia
20153,SEAT,Leon,29100,Diésel,2020.0,0,150.0,True,JRValle Concesionario Seat y Skoda,Comunidad_Valenciana
20154,PORSCHE,Macan,40600,Diésel,2015.0,109655,258.0,True,CarNext.com,Comunidad_Valenciana
20155,AUDI,TT,3500,Gasolina,1998.0,226000,180.0,False,20a8e429d58dfe01327b4e6f0a1cf05a,Catalunya
20156,FORD,Focus,1200,Diésel,2004.0,339396,100.0,False,f1cd318e412b5f7226e5f377a9544ff7,Comunidad_de_Madrid
20157,MERCEDES-BENZ,Clase M,26900,Diésel,2012.0,176000,258.0,False,30a4a1e1c36c1fe73c32eea5ddfb738a,Canarias
20158,VOLKSWAGEN,Polo,15300,Gasolina,2020.0,10,80.0,True,Telenauto Concesionario oficial Volkswagen,Castilla_y_León
20159,PEUGEOT,5008,23900,Diésel,2017.0,52419,150.0,True,Gaztelu Ocasión,País_Vasco
20160,BMW,Serie 1,5600,Diésel,2010.0,245000,143.0,False,ecc174e3e02c82f34c14fe860bf47ef2,Catalunya
20161,BMW,Compact,2100,Gasolina,1998.0,160,134.0,False,6b1d24ff83a319070db95c6c84b9be31,Catalunya
20162,PEUGEOT,508,11950,Diésel,2016.0,50000,120.0,True,Automobils Prat,Catalunya
20163,RENAULT,Scenic,1250,Diésel,2002.0,260000,114.16666666666669,False,8aa5ef106091026f83d627714ae2aa2c,Navarra
20164,FIAT,500,10500,Gasolina,2019.0,15397,69.0,True,Autolider Ocasión,Aragón
20165,FIAT,Bravo,3700,Diésel,2009.0,248000,119.0,False,ab23d49b34ff323a320dcae5975869a8,Galicia
20166,BMW,X3,8200,Diésel,2006.0,111424,185.27472527472528,False,e4c01e5ef28c4b5492df11e5fd269d78,Comunidad_Valenciana
20167,ABARTH,500C,21950,Gasolina,2020.0,1,165.0,True,Quiero Comprar Un Coche SL,Comunidad_de_Madrid
20168,BMW,Serie 2 Active Tourer,19500,Diésel,2018.0,37066,116.0,True,Vara de Quart,Comunidad_Valenciana
20169,VOLKSWAGEN,Crafter,27900,Diésel,2020.0,50,140.0,True,Marza,Comunidad_Valenciana
20170,VOLKSWAGEN,Passat,2500,Diésel,2005.0,338000,140.0487804878049,False,38a62f07685be388223f92d6b381280e,Comunidad_de_Madrid
20171,AUDI,A5,6000,Diésel,2009.0,222000,188.67676767676767,False,1dfdd49583171fbea50dbfe29ad7bf4d,Principado_de_Asturias
20172,FIAT,Grande Punto,3200,Gasolina,2008.0,114396,65.0,True,Ocasion Plus,Comunidad_Valenciana
20173,PEUGEOT,Expert,18990,Diésel,2018.0,60000,115.0,True,"Automóviles Hermanos Torres, S.A.",Comunidad_de_Madrid
20174,FIAT,500,11900,Gasolina,2018.0,9505,69.0,True,Motordos,Andalucía
20175,BMW,Serie 3,3000,Gasolina,1992.0,211111,215.95910780669143,False,78e2e2bc08d818511306346dfb97389c,Canarias
20176,HYUNDAI,IONIQ,27900,Eléctrico,2019.0,3900,120.0,True,Hyunbisa Hyundai Bizkaia,País_Vasco
20177,AUDI,Q5,40900,Diésel,2019.0,30000,163.0,True,Servicio Oficial Volkswagen Olivan,Comunidad_Valenciana
20178,AUDI,A3,4200,Diésel,2007.0,295000,140.0,False,dc599a9972fde3045dab59dbd1ae170b,Extremadura
20179,SKODA,Scala,16390,Gasolina,2019.0,7503,115.0,True,F. Tome Autocasion,Castilla_La_Mancha
20180,CHRYSLER,PT Cruiser,3800,Gasolina,2007.0,63000,143.0,True,AUTO KARMA,Andalucía
20181,OPEL,Zafira,2990,Diésel,2008.0,272000,120.0,True,Autos Gasteiz,País_Vasco
20182,VOLKSWAGEN,Golf,4850,Diésel,2008.0,190000,105.0,True,Automóviles Requena,Catalunya
20183,RENAULT,Megane,16500,Gasolina,2018.0,29171,130.0,True,OK Cars,Castilla_y_León
20184,PEUGEOT,3008 Hybrid,34900,Híbrido enchufable,2020.0,6489,225.0,True,Peugeot Vicente Castro Galbis,Andalucía
20185,VOLKSWAGEN,Golf,23600,Gasolina,2020.0,8617,150.0,True,Telenauto Concesionario oficial Volkswagen,Castilla_y_León
20186,FORD,Focus,2000,Gasolina,2002.0,120000,128.20701754385965,False,70483b6e100c9cebbffcdc62dea07eda,Canarias
20187,OPEL,Astra,9600,Gasolina,2006.0,63000,124.13658536585366,False,de3d8864f272d4371ea0d8f575b2d63b,Comunidad_Valenciana
20188,CITROEN,Grand C4 Picasso,9750,Diésel,2014.0,59000,115.0,True,Yogurinsa,Comunidad_de_Madrid
20189,VOLKSWAGEN,Passat,1500,Diésel,2005.0,274000,140.0487804878049,False,cd9c358d567d5e8633aa923ce3152e92,Castilla_La_Mancha
20190,CITROEN,C4 Picasso,5000,Diésel,2014.0,212539,115.0,True,Subasta Car Sevilla,Andalucía
20191,SEAT,Leon,4900,Gasolina,2009.0,101000,102.0,True,Rdv Su Auto,Catalunya
20192,MAZDA,CX-30,28700,Gasolina,2019.0,6200,122.0,True,LOGROMOTOR.S.A.,La_Rioja
20193,MERCEDES-BENZ,Clase A,9100,Diésel,2016.0,32000,109.0,False,e052450f29b2e0e9a53fd4eb389e25a9,Comunidad_de_Madrid
20194,MERCEDES-BENZ,Clase GLC,48900,Diésel,2018.0,5837,170.0,True,Gijón Cars,Principado_de_Asturias
20195,JEEP,Wrangler,12000,Gasolina,2000.0,240000,118.0,True,Automóviles Ratera,Catalunya
20196,FORD,Kuga,7499,Diésel,2010.0,129000,136.0,False,34fe83bc9de24987d6c88d25a77a7ced,Canarias
20197,VOLKSWAGEN,Scirocco,8490,Diésel,2009.0,230000,140.0,True,ARBUIO OCASIÓN,País_Vasco
20198,TOYOTA,Auris,5990,Diésel,2011.0,159000,90.0,True,Demofilo Berenguer,Andalucía
20199,BMW,Z4,23900,Gasolina,2016.0,124000,184.0,True,GRUPO PARICIO,Andalucía
20200,LAND-ROVER,Discovery,10000,Diésel,2008.0,240000,209.77777777777777,False,9ca8fb7f8be882086e0a67b7203441e0,Canarias
20201,AUDI,A3,15250,Diésel,2016.0,88000,110.0,True,Ald Automotive Valencia,Comunidad_Valenciana
20202,FIAT,500,7200,Gasolina,2017.0,58756,69.0,True,CarNext.com,Canarias
20203,MERCEDES-BENZ,Clase C,2500,Diésel,1997.0,290000,150.0,False,b42f5779f93f93b62e21d2b061299d74,Castilla_La_Mancha
20204,SMART,fortwo,27535,Eléctrico,2020.0,0,82.0,True,Santogal,Comunidad_de_Madrid
20205,DAEWOO,Lanos,850,Gasolina,2000.0,132300,106.0,False,5f57473d2f29db7bbe1ea5fb4c95ea02,Castilla_La_Mancha
20206,FORD,Focus,2500,Diésel,2000.0,92000,90.0,False,3aabae44e394eef7b29608063a7f80bc,Andalucía
20207,PEUGEOT,5008,11390,Diésel,2014.0,74837,115.0,True,Ocasion Plus,País_Vasco
20208,NISSAN,Terrano,4700,Diésel,2005.0,194000,125.0,False,65314e903461a614229ea5a2099d758e,Extremadura
20209,BMW,Serie 3,17500,Diésel,2016.0,42000,116.0,True,Innovacar,Comunidad_Valenciana
20210,NISSAN,X-TRAIL,16999,Diésel,2016.0,97770,130.0,True,Automoviles Autosa S.L.,Castilla_La_Mancha
20211,NISSAN,QASHQAI,14290,Gasolina,2017.0,58512,115.0,True,Motor Gamboa,Comunidad_de_Madrid
20212,NISSAN,LEAF,11600,Eléctrico,2016.0,47700,109.0,True,DTE CARS,Catalunya
20213,MERCEDES-BENZ,Clase A,4300,Gasolina,2008.0,150000,199.91538461538465,False,1d75c60d7d9c417e11786ad9d361c9e2,Cantabria
20214,LAND-ROVER,Freelander,11500,Diésel,2011.0,182000,150.0,False,99d2470a3073b4a570031f75896c6ac6,Andalucía
20215,FORD,Focus,1999,Diésel,2004.0,195000,90.0,True,vegacar autocasion s.l.,Andalucía
20216,BMW,Serie 3,7999,Diésel,2007.0,215000,197.0,False,6cb254271b65b56fb1c2b7f2bcd3b90f,Región_de_Murcia
20217,VOLKSWAGEN,Golf,3500,Gasolina,2001.0,236600,150.0,True,Telenauto Concesionario oficial Volkswagen,Castilla_y_León
20218,BMW,Z4,13995,Gasolina,2008.0,43186,150.0,True,Caroutlet.es,Comunidad_Valenciana
20219,VOLVO,S40,5400,Diésel,2006.0,137000,125.10714285714286,False,38e2b2e31c0fce9537f735dda9fdf10a,Andalucía
20220,PEUGEOT,Rifter,23990,Diésel,2020.0,5,130.0,True,MUNDOAUTO,Comunidad_de_Madrid
20221,FORD,Transit,14400,Diésel,2017.0,69186,130.0,True,Bugas,Galicia
20222,AUDI,A4,17750,Diésel,2015.0,109396,150.0,True,HR Motor Salamanca,Castilla_y_León
20223,CITROEN,C4 Picasso,8999,Diésel,2014.0,199000,118.11458333333331,False,38e2b2e31c0fce9537f735dda9fdf10a,Andalucía
20224,CITROEN,C5,1100,Diésel,2003.0,250000,131.9009900990099,False,9225672a2e7b6cb979ed590b2703d33d,Andalucía
20225,FIAT,Tipo,16550,Diésel,2020.0,1,95.0,True,Quiero Comprar Un Coche SL,Comunidad_de_Madrid
20226,BMW,Serie 1,13950,Diésel,2014.0,59570,116.0,True,Ocasion Plus,Castilla_La_Mancha
20227,SEAT,Tarraco,26900,Diésel,2019.0,25084,150.0,True,Vigilsa,Andalucía
20228,CITROEN,C4,2400,Diésel,2006.0,260000,106.50898203592814,False,08d885cff3c888f11617f4cc5f54f095,Comunidad_de_Madrid
20229,MERCEDES-BENZ,Vito,32500,Diésel,2018.0,47500,136.0,True,Rahn Star,Canarias
20230,TOYOTA,Auris,13600,Híbrido,2016.0,74086,136.0,True,Kobe Motor,Comunidad_de_Madrid
20231,MERCEDES-BENZ,Clase GLK,23500,Diésel,2013.0,71796,170.0,True,Crestanevada S.L,Andalucía
20232,BMW,Serie 5,48200,Híbrido,2020.0,15000,190.0,True,Augusta Aragon,Aragón
20233,SEAT,Ibiza,1500,Diésel,2005.0,210000,94.28936170212766,False,348279833b06d6ee9d7f97e02c8e0d51,Castilla_y_León
20234,SKODA,Superb,8950,Diésel,2011.0,133739,140.0,True,Canalcar,Comunidad_de_Madrid
20235,FORD,Focus,9750,Gasolina,2014.0,83071,125.0,True,Crestanevada S.L,Andalucía
20236,CITROEN,Xsara,800,Diésel,2004.0,266000,88.36363636363636,False,d41219060e0c16c228ed4682cade6379,Comunidad_Valenciana
20237,VOLKSWAGEN,Polo,14750,Gasolina,2019.0,24251,91.14661654135338,True,BBB Vehículos de Ocasión,Catalunya
20238,RENAULT,Megane,6300,Gasolina,2014.0,104000,115.0,True,Rocano Cars,Castilla_y_León
20239,CITROEN,Berlingo,7500,Diésel,2014.0,160000,92.0,False,a41a7c1d73d11ab8f5046cd77670d68d,Canarias
