,Marca,Modelo,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,dealer,Comunidad_Autonoma
5425,PEUGEOT,206,1900,Diésel,2002.0,190000,70.0,True,Garage Real,Andalucía
5426,AUDI,A3,3000,Gasolina,2002.0,180000,176.28901734104045,False,b8f3dc5747ec8f48faad0d167164dacc,Principado_de_Asturias
5427,FORD,S-MAX,4199,Diésel,2007.0,200160,125.0,False,410ec15153a6dff0bed851467309bcbd,País_Vasco
5428,MERCEDES-BENZ,Clase B,17900,Gasolina,2017.0,124000,122.0,True,Automoviles Playcar,Andalucía
5429,SEAT,Ateca,25990,Gasolina,2020.0,17294,150.0,True,Autotreca,Comunidad_de_Madrid
5430,RENAULT,Master,32186,Diésel,2020.0,169,145.0,True,Vidal Movil,Comunidad_de_Madrid
5431,KIA,Ceed Tourer,16790,Gasolina,2019.0,20478,140.0,True,Hermanos Viñaras Toledo,Castilla_La_Mancha
5432,BMW,Z4,19300,Gasolina,2010.0,88470,204.0,True,"Ocasion Plus, S.L.",Andalucía
5433,FORD,Focus,5500,Diésel,2011.0,130000,109.0,True,Fernando Martín.,Comunidad_de_Madrid
5434,NISSAN,JUKE,12500,Gasolina,2019.0,13850,112.0,True,Fergil | Automotor10 | Grupo Angal,Galicia
5435,MERCEDES-BENZ,Clase C,4500,Diésel,2003.0,365000,143.0,True,Automoviles Enrique,Galicia
5436,MERCEDES-BENZ,Clase S,13990,Gasolina,2011.0,235000,435.0,True,Autos Zamora,Castilla_y_León
5437,MERCEDES-BENZ,Clase C,2500,Diésel,1996.0,191201,166.58011049723757,False,a4ae6484a945f3f319f35133183e16c9,Comunidad_de_Madrid
5438,RENAULT,Clio,850,Gasolina,1998.0,253000,75.0,False,1cc477616bb182e87ec7285bfbf8c34b,Canarias
5439,MERCEDES-BENZ,Vito,29900,Diésel,2019.0,31000,136.0,True,Autolica Industriales,Catalunya
5440,ALFA ROMEO,147,3500,Gasolina,2008.0,127943,105.0,False,464e07afc9e46359fb480839150595c5,Comunidad_Valenciana
5441,KIA,Rio,8400,Gasolina,2016.0,74000,84.0,False,8421074ea6183534f147d251791bbc69,Comunidad_de_Madrid
5442,MERCEDES-BENZ,Vito,29900,Diésel,2019.0,31000,136.0,True,Autolica Industriales,Catalunya
5443,SEAT,Leon,18900,Gasolina,2019.0,13000,150.0,True,Automóviles Andrés,Catalunya
5444,BMW,Serie 1,13990,Diésel,2016.0,81648,116.0,True,Clicars,Comunidad_de_Madrid
5445,BMW,Serie 3,14900,Gasolina,2008.0,203077,272.0,True,Automóviles Ciprés,Andalucía
5446,BMW,Serie 3,5500,Diésel,2006.0,280000,170.32142857142858,False,464e07afc9e46359fb480839150595c5,Extremadura
5447,VOLKSWAGEN,Scirocco,12490,Gasolina,2012.0,116036,122.0,True,Flexicar Sevilla,Andalucía
5448,AUDI,A4,18500,Diésel,2015.0,57000,150.0,True,Automóviles y Talleres Andrés S.L,Aragón
5449,VOLKSWAGEN,Passat,13800,Diésel,2012.0,161913,170.0,True,Automoviles Rodela,Andalucía
5450,SKODA,Octavia,19500,Diésel,2020.0,18,115.0,True,DISAUTO PEUGEOT - SEGAUTO 2000 SKODA Y VW,Castilla_y_León
5451,AUDI,A4,22499,Diésel,2017.0,95000,190.0,True,FJD MOTOR,Comunidad_de_Madrid
5452,CITROEN,DS3,8000,Diésel,2010.0,165000,92.0,False,8a6ce43be46fcb7921e572c5064e9617,Catalunya
5453,RENAULT,Captur,30390,Híbrido enchufable,2020.0,100,160.0,True,Autofer,Comunidad_de_Madrid
5454,TOYOTA,Land Cruiser 90,6500,Diésel,1997.0,269000,125.0,False,4be9505dcf6a24de2d361a85327b13b7,Catalunya
5455,CITROEN,Xsara Picasso,1350,Gasolina,2001.0,200000,105.71428571428572,False,148a2aa5e4d62c3cc5fcceec824ba54b,Andalucía
5456,BMW,Serie 4,32800,Diésel,2019.0,17000,190.0,True,ab motor,Comunidad_Valenciana
5457,CITROEN,Berlingo,1950,Diésel,2007.0,146000,71.0,False,9f157fc6c74d8951ef47423231a2f5df,Catalunya
5458,PEUGEOT,406,750,Diésel,2001.0,393,108.4,False,dc7afee20c858ae2818137f9492047b6,Comunidad_Valenciana
5459,PEUGEOT,Partner,3500,Diésel,2007.0,252000,88.10135135135135,False,8b968fffba146364698ecf979574a1c7,Comunidad_de_Madrid
5460,SSANGYONG,Korando,8800,Gasolina,2014.0,104126,149.0,True,SPOTICAR,Comunidad_de_Madrid
5461,FIAT,500C,10990,Gasolina,2019.0,21960,69.0,True,Automóviles Cervera,Castilla_y_León
5462,PEUGEOT,5008,5900,Diésel,2010.0,181000,150.0,False,e9829608dd90ff6b8bf7cb50746eae78,Comunidad_Valenciana
5463,PEUGEOT,607,2000,Diésel,2004.0,250000,136.0,False,12cdb9b24211557ef1802bf5a875fd2c,Región_de_Murcia
5464,OPEL,Corsa,2000,Diésel,2006.0,172700,90.0,False,8d9a70d3122ae614d56e7fce1bf4cf92,Catalunya
5465,VOLKSWAGEN,Polo,1650,Gasolina,1999.0,198000,60.0,True,MA Automoción,Comunidad_Valenciana
5466,MERCEDES-BENZ,Clase C,6900,Diésel,2002.0,185632,170.0,True,GM Chamorro y Cabanillas,Comunidad_de_Madrid
5467,FIAT,Bravo,2000,Diésel,2007.0,216000,119.0,False,662eaa47199461d01a623884080934ab,Andalucía
5468,DACIA,Logan,6490,Diésel,2015.0,113000,75.0,True,Flexicar Barcelona,Catalunya
5469,PEUGEOT,Partner,15900,Diésel,2019.0,2,98.0,True,Mosancar,Comunidad_de_Madrid
5470,SEAT,Leon,17900,Gasolina,2018.0,21300,150.0,True,Auto Sport Moraleja,Comunidad_de_Madrid
5471,SEAT,Leon,14900,Gasolina,2019.0,39000,130.0,True,Anoia Motor-SEAT,Catalunya
5472,MAZDA,MX-5,9800,Gasolina,2006.0,84000,136.9047619047619,False,ab80e119b5942f45e2e5630526fe092c,Andalucía
5473,CITROEN,C3 Picasso,6980,Gasolina,2013.0,118117,95.0,True,Flexicar Sabadell 2,Catalunya
5474,JAGUAR,Serie XJ,4500,Gasolina,2000.0,187000,267.4,False,d7ed8e65834e0f58fa7c43f332e64cfe,Islas_Baleares
5475,DACIA,Lodgy,8300,Diésel,2013.0,97780,107.0,True,Yamovil,Comunidad_de_Madrid
5476,FORD,EcoSport,11890,Diésel,2017.0,44502,95.0,True,Clicars,Comunidad_de_Madrid
5477,OPEL,Corsa,9990,Diésel,2016.0,40466,95.0,True,Grupo Motoralba Ocasión,Castilla_La_Mancha
5478,CITROEN,Xsara,1500,Diésel,2001.0,270000,88.36363636363636,False,89ceae0c0d64f60853e4dc821f146a59,Galicia
5479,MAZDA,CX-30,25300,Gasolina,2020.0,11288,122.0,True,Ocasion Plus,Navarra
5480,FORD,Probe,4500,Gasolina,1995.0,135000,165.0,False,08ac207e1a8af2d8f76d23f50a456aef,Catalunya
5481,SEAT,Leon,5500,Diésel,2003.0,240000,124.0846394984326,False,6ea1e24d60afddf388b06f8243c45b70,Principado_de_Asturias
5482,FORD,Fiesta,3350,Diésel,2010.0,150000,68.0,False,4c2232cef79c71cf5b001dbd99173341,Comunidad_de_Madrid
5483,SSANGYONG,Korando,23500,Gasolina,2020.0,2,163.0,True,Autobages (Ford),Catalunya
5484,MINI,MINI,45900,Gasolina,2020.0,3500,306.0,True,Investment Cars,Catalunya
5485,LEXUS,RC,36850,Híbrido,2018.0,20250,223.0,True,Seminuevos y Ocasión Lexus Madrid,Comunidad_de_Madrid
5486,DS,DS 7 Crossback,34900,Gasolina,2020.0,16000,180.0,True,Automoviles Luis Forte,Región_de_Murcia
5487,AUDI,A4,16950,Diésel,2013.0,108000,177.0,True,MID Car,Comunidad_de_Madrid
5488,CITROEN,C4,3500,Gasolina,2008.0,140000,90.0,True,AUTO MEDES INDUSTRIAL,Catalunya
5489,RENAULT,Twingo,9640,Gasolina,2018.0,26085,90.0,True,Autos Madrid Alcala de Henares,Comunidad_de_Madrid
5490,VOLKSWAGEN,Golf,16550,Diésel,2016.0,77000,150.0,False,098a50f333b9fc79b806dd51ed4ea859,Catalunya
5491,FORD,Focus,18900,Diésel,2019.0,16000,120.0,True,Automoviles Y Talleres Andres,Catalunya
5492,VOLKSWAGEN,Golf,3000,Diésel,2007.0,205100,121.5489566613162,False,5a681924796500c9a4819b4319f74277,Comunidad_de_Madrid
5493,OPEL,Corsa,4000,Diésel,2013.0,150000,75.0,False,03cf2f5c91fc0f159203edcd5542df85,Comunidad_Valenciana
5494,BMW,Serie 4,59900,Diésel,2020.0,3000,190.0,True,LURAUTO Navarra,Navarra
5495,RENAULT,Clio,16100,Gasolina,2020.0,2900,100.0,True,Fabian Arenas e Hijos S.L,Andalucía
5496,CITROEN,C4 Picasso,3900,Diésel,2011.0,200000,118.11458333333331,False,5058f1af8388633f609cadb75a75dc9d,País_Vasco
5497,PEUGEOT,508,7100,Diésel,2013.0,182000,144.09782608695653,False,141de5a8a848a4fe1bd270de59a94766,País_Vasco
5498,MERCEDES-BENZ,Clase GLK,19500,Diésel,2010.0,109000,170.0,True,Benz-Auto,Canarias
5499,RENAULT,19,1500,Gasolina,1994.0,338000,84.33333333333333,False,70483b6e100c9cebbffcdc62dea07eda,Comunidad_Valenciana
5500,BMW,Serie 3,8500,Gasolina,2005.0,145000,215.95910780669143,False,945e8bb0491c591950dc663a4094c097,Andalucía
5501,BMW,X5,29390,Diésel,2015.0,95000,231.0,True,Yappan Cars,Comunidad_de_Madrid
5502,SEAT,Leon,4900,Gasolina,2007.0,125000,153.47826086956522,False,14c3cc88cb200aef02f0148b61396b5d,País_Vasco
5503,VOLKSWAGEN,Passat,14990,Diésel,2015.0,89730,120.0,True,Flexicar Sevilla,Andalucía
5504,BMW,Serie 5,4500,Diésel,2004.0,100,208.25846153846155,False,179a009652df4b38a382549bd3284e96,Castilla_La_Mancha
5505,MERCEDES-BENZ,Clase CLS,33400,Diésel,2016.0,57166,204.0,True,CarNext.com,Catalunya
5506,TATA,INDICA,1480,Gasolina,2011.0,100000,85.0,False,569cef547aa50deff4ce5d1b9f73e18a,Principado_de_Asturias
5507,AUDI,A4,11900,Diésel,2012.0,144027,143.0,True,Ocasion Plus,Andalucía
5508,OPEL,Crossland,22900,Diésel,2020.0,1500,120.0,True,Opel FM Automocion,Andalucía
5509,VOLKSWAGEN,Golf,1300,Diésel,1996.0,196500,121.5489566613162,False,2c42e5cf1cdbafea04ed267018ef1511,Comunidad_de_Madrid
5510,HONDA,Civic,2200,Gasolina,2005.0,170000,110.0,True,JBL Motors,Catalunya
5511,CITROEN,Berlingo,1600,Diésel,2008.0,320000,92.89400921658986,False,3da770cc56ed4407b6aaf10ad4e72b4d,Andalucía
5512,MERCEDES-BENZ,Clase B,12499,Diésel,2012.0,151000,136.0,True,Talleres Autos AMC,Andalucía
5513,FIAT,Stilo,900,Gasolina,2001.0,240000,99.85714285714286,False,c44688b5061756b3cca2b86c016a1535,Canarias
5514,MERCEDES-BENZ,Viano,17900,Diésel,2010.0,95000,150.0,False,1b3840b0b70d91c17e70014c8537dbba,Andalucía
5515,VOLKSWAGEN,Golf Plus,8990,Gasolina,2011.0,77000,122.0,True,Flexicar Valladolid,Castilla_y_León
5516,VOLKSWAGEN,Touareg,24990,Diésel,2012.0,134000,245.0,True,Elite Cars,Región_de_Murcia
5517,OPEL,Meriva,10990,Diésel,2016.0,40233,110.0,True,Ford Nicolás,Catalunya
5518,BMW,Serie 3,9300,Gasolina,2007.0,145000,215.95910780669143,False,23f70130ff71cc722b2f55eb9998bd4d,Andalucía
5519,KIA,Picanto,7990,Gasolina,2018.0,26729,67.0,True,Hermanos Viñaras Toledo,Castilla_La_Mancha
5520,TOYOTA,Avensis,7890,Diésel,2011.0,159990,126.0,True,Flexicar Barcelona,Catalunya
5521,VOLKSWAGEN,Transporter,21500,Diésel,2015.0,158000,140.0,True,Street Cars Salamanca,Castilla_y_León
5522,MERCEDES-BENZ,Clase CLK,3900,Gasolina,2003.0,213000,163.0,False,fc100195777e78bb60c828e15a258d6b,Comunidad_Valenciana
5523,CITROEN,C4,5000,Diésel,2010.0,109000,92.0,False,662eaa47199461d01a623884080934ab,Extremadura
5524,MERCEDES-BENZ,GLB,43489,Diésel,2021.0,0,150.0,True,Autokrator,Castilla_La_Mancha
5525,MERCEDES-BENZ,Clase E,51254,Diésel,2018.0,13850,194.0,True,Itra-Itarsa Concesionario Oficial,Comunidad_de_Madrid
5526,MERCEDES-BENZ,Clase E,5000,Diésel,2002.0,323000,192.36688311688312,False,0d92a093211793fead8168c3f188da71,Extremadura
5527,TOYOTA,C-HR,20700,Híbrido,2018.0,29192,122.0,True,Auto Girona,Catalunya
5528,BMW,Serie 4,41999,Gasolina,2018.0,51800,326.0,True,Candy Cars,Comunidad_Valenciana
5529,AUDI,A8,8500,Diésel,2006.0,210000,326.0,False,744da49ec4a281e3ef6496f968d29d2d,Comunidad_de_Madrid
5530,VOLKSWAGEN,Golf,11990,Diésel,2016.0,99999,116.0,True,Autoperformance,Comunidad_de_Madrid
5531,OPEL,Corsa,7800,Gasolina,2017.0,40500,90.0,True,Furgo Auto-Campos Car,Islas_Baleares
5532,BMW,X1,25500,Diésel,2016.0,49000,190.0,True,SaFeCaR,Galicia
5533,PEUGEOT,208,7490,Gasolina,2017.0,59000,82.0,True,Gestican Automoviles,Canarias
5534,AUDI,Q3,20300,Diésel,2015.0,99284,150.0,True,CarNext.com,Canarias
5535,RENAULT,Espace,2000,Diésel,2005.0,200000,151.86567164179104,False,dd9ea3b1aebef4959ef9c69296cf43b6,Castilla_La_Mancha
5536,SEAT,Arona,18990,Gasolina,2020.0,21262,115.0,True,"SEAT Barbera, Ripollet, Manresa, Rubi, Sant Cugat",Catalunya
5537,VOLKSWAGEN,Golf,19500,Híbrido enchufable,2017.0,109000,204.0,True,AUTOGALLERY PREMIUM S.L,Comunidad_de_Madrid
5538,VOLKSWAGEN,T-Cross,20800,Gasolina,2019.0,20700,115.0,True,Aldauto Motor,Comunidad_de_Madrid
5539,HONDA,CR-V,12490,Diésel,2013.0,100000,150.0,True,Simon Vehicles Multimarca,Catalunya
5540,AUDI,Q3,21990,Gasolina,2014.0,82513,150.0,True,automotorDURSAN.com A,Comunidad_de_Madrid
5541,MERCEDES-BENZ,Clase C,4495,Diésel,2003.0,336000,143.0,False,39a47acaac7a1f2e79ad9fc85107a5e1,Andalucía
5542,VOLKSWAGEN,Passat,18999,Diésel,2017.0,58866,150.0,True,DriveOn,Comunidad_de_Madrid
5543,DS,DS 3 Crossback,23900,Gasolina,2020.0,1,100.0,True,Automóviles Goaz,Andalucía
5544,FORD,Transit Courier,13400,Diésel,2020.0,7,75.0,True,Almoauto,Comunidad_de_Madrid
5545,FORD,Kuga,16900,Gasolina,2019.0,1073,120.0,True,Gyata,Comunidad_de_Madrid
5546,AUDI,A4,9500,Diésel,2009.0,218000,143.0,False,6f53f60f6657f8ae745613a0e7008555,Castilla_La_Mancha
5547,IVECO,Daily,15730,Diésel,2015.0,213000,170.0,False,68d52dcd16b1df39c79c9390909a5fc9,Comunidad_de_Madrid
5548,RENAULT,Kadjar,14990,Diésel,2017.0,78492,110.0,True,Flexicar Valencia,Comunidad_Valenciana
5549,VOLKSWAGEN,Golf,11500,Diésel,2014.0,103000,110.0,False,b2e43f52640c06b2e91bf21c02372061,Catalunya
5550,CITROEN,C4 Picasso,2990,Diésel,2009.0,234000,110.0,False,2a77d5b293948fd17866ad21f3309cf0,Catalunya
5551,FORD,Kuga,9400,Diésel,2010.0,130000,140.0,False,8b8d481c6dcdbd24b4e43825c5345309,Catalunya
5552,DACIA,Lodgy,12400,Diésel,2017.0,57459,109.0,True,MARCESA SERVICIOS S.A. (CACERES),Extremadura
5553,RENAULT,Clio,7100,Diésel,2016.0,115000,75.0,False,651faef175451b43088ed6fab4aab961,Castilla_y_León
5554,AUDI,A4,11000,Diésel,2013.0,220000,143.0,False,3c9c03d6008a5adf42c2a55dd4a1a9f2,Andalucía
5555,BMW,Serie 3,23900,Diésel,2016.0,33000,190.0,True,Carespagne,Catalunya
5556,MERCEDES-BENZ,Clase C,33890,Gasolina,2019.0,17000,184.0,True,Autos Moliere Sevilla,Andalucía
5557,NISSAN,NV200,7000,Diésel,2011.0,220000,110.0,False,c973d4a3dbba1ef55d1c6044968fc305,Catalunya
5558,TOYOTA,Auris,14600,Híbrido,2017.0,81000,136.0,True,Hispanesa,Comunidad_de_Madrid
5559,PEUGEOT,307,1300,Diésel,2002.0,360000,106.55,False,0ffab42260504ca68e08b5be7a778897,Galicia
5560,RENAULT,Grand Espace,3200,Diésel,2007.0,215000,154.54545454545453,False,967fc0ee903cd7fd9388cc6e9c3cc0e0,Castilla_y_León
5561,MAZDA,CX-30,28700,Gasolina,2019.0,16000,122.0,True,Central Seminuevos Km0,País_Vasco
5562,VOLKSWAGEN,Multivan,9500,Diésel,2004.0,360000,130.0,False,57b15c71724a64ec5251cd6e6fdfc275,Galicia
5563,AUDI,A4,39400,Diésel,2020.0,6973,163.0,True,Audi Retail Barcelona – Barna Wagen - Audi Center,Catalunya
5564,SEAT,Ibiza,10300,Gasolina,2019.0,6942,95.0,True,AUTOINSULAR Ocasión,Canarias
5565,OPEL,Zafira,4990,Gasolina,2009.0,164300,115.0,True,Mansory Cars,País_Vasco
5566,VOLVO,V90,39895,Diésel,2020.0,7,190.0,True,Tibermotor Sur,Comunidad_de_Madrid
5567,RENAULT,Megane,13990,Gasolina,2017.0,13742,130.0,True,Ok Cars,Comunidad_de_Madrid
5568,VOLKSWAGEN,Passat,16950,Diésel,2017.0,93000,150.0,True,CSV Motor,Comunidad_Valenciana
5569,JEEP,Wrangler,7400,Gasolina,1990.0,136000,182.375,False,01d7790103836205ea511f964b8538bf,Andalucía
5570,BMW,Serie 1,15800,Diésel,2016.0,89914,150.0,True,Ocasion Plus,Catalunya
5571,MG,MGF,3200,Gasolina,1998.0,140000,120.0,False,d9fd932e114c21309e61c08496bdc78e,País_Vasco
5572,MERCEDES-BENZ,Clase E,1700,Gasolina,1998.0,250000,136.0,False,b8e7be5dfa2ce0714d21dcfc7d72382c,Andalucía
5573,MERCEDES-BENZ,Clase C,52500,Gasolina,2019.0,13900,258.0,True,Auto Exclusive BCN,Catalunya
5574,NISSAN,Primera,1900,Diésel,2002.0,350000,113.33333333333331,False,aa581ff547707849462a41b0e5afc25b,Canarias
5575,CITROEN,C3,11999,Diésel,2018.0,28000,75.0,True,LAURA FERNANDEZ,Catalunya
5576,CITROEN,Nemo,7490,Diésel,2016.0,59000,75.0,True,Montserrat Movil,Comunidad_Valenciana
5577,BMW,Serie 3,48599,Gasolina,2005.0,62000,343.0,True,BARINGO MOTOR SPORT,Comunidad_de_Madrid
5578,TOYOTA,Prius,3500,Eléctrico,2006.0,203000,112.0,False,11ec549bff2acb8035de14ab46722325,Aragón
5579,PEUGEOT,e-208,30900,Eléctrico,2020.0,2,136.0,True,Peumovil,Comunidad_Valenciana
5580,FORD,C-Max,4750,Diésel,2009.0,156000,90.0,True,SRK AUTOS,Comunidad_Valenciana
5581,AUDI,A4,20995,Gasolina,2018.0,87773,150.0,True,VALENCIA-C,Comunidad_Valenciana
5582,CITROEN,C4,4800,Diésel,2011.0,251000,112.0,True,Autoventa.com,Catalunya
5583,SUZUKI,Swift,1490,Gasolina,2001.0,40000,68.0,True,SELECT CARS,Comunidad_Valenciana
5584,FIAT,Bravo,4500,Diésel,2007.0,151000,119.0,False,2c20cb5558626540a1704b1fe524ea9a,Región_de_Murcia
5585,CITROEN,Saxo,1200,Gasolina,1991.0,115000,64.28571428571429,False,263bce650e68ab4e23f28263760b9fa5,Canarias
5586,SEAT,Ibiza,9900,Gasolina,2018.0,69900,95.0,True,AutoHome,Comunidad_de_Madrid
5587,CITROEN,C4,4600,Diésel,2007.0,138003,106.50898203592814,False,92eaf3719159c372f3d50337e0a14f57,Navarra
5588,OPEL,Grandland X PHEV,36099,Híbrido enchufable,2020.0,10,130.0,True,BERTRAN,Catalunya
5589,MAZDA,CX-7,10500,Diésel,2012.0,81700,173.0,False,9de12bfd1fd438b08120e9acefed64cd,País_Vasco
5590,OPEL,Antara,5990,Diésel,2009.0,198000,150.0,False,2dc49e91d26b5a826fba31d02a012543,Castilla_La_Mancha
5591,LEXUS,NX,45400,Híbrido,2019.0,17400,197.0,True,Lexus Logroño,La_Rioja
5592,MAZDA,Mazda6,5900,Diésel,2008.0,230000,140.0,True,Tcv Asturias,Principado_de_Asturias
5593,BMW,Serie 3,1500,Diésel,2004.0,347000,170.32142857142858,False,48a0572e6e7cfc81b428b18da87cf613,Galicia
5594,KIA,XCeed,30460,Híbrido enchufable,2020.0,0,141.0,True,Kia de las Heras,Comunidad_de_Madrid
5595,FIAT,Ducato,15600,Diésel,2016.0,175000,130.0,True,AUTOMOVILES JOSE ARCEDIANO,Comunidad_de_Madrid
5596,NISSAN,PULSAR,13450,Gasolina,2018.0,28861,115.0,True,Grupo Talauto V.O.,Castilla_La_Mancha
5597,LEXUS,CT,13900,Híbrido,2014.0,171300,136.0,True,Madrid Cars,Comunidad_de_Madrid
5598,FORD,Mondeo,13500,Diésel,2016.0,72000,120.0,True,MAD-CARS.ES,Andalucía
5599,BMW,Serie 3,10900,Gasolina,2008.0,109000,215.95910780669143,False,6be6a48ade2e9427c04259f3fc021641,Canarias
5600,HYUNDAI,Kona,24990,Híbrido,2020.0,5,141.0,True,Hyundai Ceverauto,Castilla_y_León
5601,VOLKSWAGEN,Passat,2000,Diésel,2002.0,390510,140.0487804878049,False,3f8454b7f2c12cebb1622b6b0dfd1021,Extremadura
5602,BMW,X3,7999,Diésel,2005.0,230000,150.0,True,Limusinas Aragon Eventos Aragon,Aragón
5603,FIAT,500X,12990,Gasolina,2016.0,115302,140.0,True,Autos Velasco,Comunidad_de_Madrid
5604,FORD,Focus,2300,Gasolina,2007.0,230000,128.20701754385965,False,2c20cb5558626540a1704b1fe524ea9a,Comunidad_de_Madrid
5605,NISSAN,Primera,1000,Gasolina,1996.0,218000,108.16666666666669,False,098a50f333b9fc79b806dd51ed4ea859,Castilla_La_Mancha
5606,MAZDA,Mazda2,13200,Gasolina,2019.0,4741,90.0,True,Fedeauto,Canarias
5607,PORSCHE,Cayenne,25900,Diésel,2011.0,145000,240.0,False,8b9127934238e9a03691225c734a0a71,Andalucía
5608,MERCEDES-BENZ,Clase E,1300,Diésel,1997.0,335000,177.0,False,72e2b6ded607bb243f689c44a70b539c,Comunidad_de_Madrid
5609,AUDI,A3,4500,Diésel,2004.0,256000,140.0,False,651faef175451b43088ed6fab4aab961,Comunidad_de_Madrid
5610,AUDI,A4,11400,Diésel,2009.0,293000,154.22428330522766,False,c76f271092a1518d79500f2eb10e0dca,Andalucía
5611,VOLKSWAGEN,Scirocco,14000,Diésel,2011.0,57000,140.0,False,cb0b4891e61ccdd415a20252001fc265,Comunidad_Valenciana
5612,SEAT,Leon,4500,Diésel,2006.0,175000,124.0846394984326,False,0c74ac34d6652b2da30488d4f38496d8,Andalucía
5613,VOLKSWAGEN,Golf,11700,Diésel,2015.0,107900,110.0,False,5e082012573775c13199192bf00694e7,Andalucía
5614,RENAULT,Laguna,2499,Gasolina,2004.0,159500,119.0952380952381,False,14bcb9a6be6ddd4e492dda973695126c,Comunidad_de_Madrid
5615,FORD,S-MAX,4300,Diésel,2007.0,292000,140.0,True,MULTIMARCAS VALENCIA,Comunidad_Valenciana
5616,FIAT,Bravo,2050,Diésel,2008.0,235000,120.0,True,Autos Flavian,Castilla_La_Mancha
5617,OPEL,Zafira,2300,Diésel,2003.0,160000,122.96774193548389,False,31cccca205acd405af7448acc24c687e,Comunidad_Valenciana
5618,MASERATI,Coupe,29990,Gasolina,2003.0,39860,390.0,True,Automóviles Puerto Motor,Andalucía
5619,FIAT,500,10999,Gas licuado (GLP),2017.0,23966,69.0,True,AUTODIAL,Comunidad_Valenciana
5620,RENAULT,Scenic,1600,Diésel,2004.0,200000,114.16666666666669,False,651faef175451b43088ed6fab4aab961,Extremadura
5621,MERCEDES-BENZ,Clase A,21900,Gasolina,2017.0,49800,122.0,False,955eaae06297579f298047f9262e105a,Comunidad_Valenciana
5622,MITSUBISHI,L200,15900,Diésel,2017.0,31454,154.0,True,Bugas,Galicia
5623,LAND-ROVER,Range Rover Sport,8000,Diésel,2007.0,315000,190.0,False,f0c87344242693cbefc7b86877e84dca,Canarias
5624,FORD,Ka+,12700,Gasolina,2019.0,10,85.0,True,Indamovil Ford S.A,Andalucía
5625,VOLKSWAGEN,Caddy,14900,Diésel,2015.0,174000,122.0,True,AUTO MORER,Catalunya
5626,TESLA,Model S,49900,Eléctrico,2017.0,70000,525.0,True,AC Car,Comunidad_de_Madrid
5627,OPEL,Vivaro,5800,Diésel,2005.0,191000,100.0,False,e63b2186f263ad5c6a266c97ae811706,País_Vasco
5628,SMART,forfour,21500,Eléctrico,2020.0,1000,82.0,True,Visauto,Comunidad_Valenciana
5629,NISSAN,X-TRAIL,14990,Diésel,2016.0,159000,130.0,True,MOTORCAT,Andalucía
5630,INFINITI,Q30,15890,Diésel,2016.0,67037,109.0,True,Clicars,Comunidad_de_Madrid
5631,MAZDA,Mazda5,3890,Diésel,2008.0,263000,131.46666666666667,False,9b7f89f3c64b15ab07b5314558bf0e8f,Catalunya
5632,VOLKSWAGEN,Touran,13900,Diésel,2015.0,68279,105.0,True,Autos J. del Paso,Andalucía
5633,AUDI,A4,21900,Diésel,2016.0,125000,190.0,False,336d5ebc5436534e61d16e63ddfca327,País_Vasco
5634,HONDA,Civic,13950,Diésel,2017.0,79000,120.0,True,Online Autos,Comunidad_Valenciana
5635,FORD,Fiesta,13500,Gasolina,2017.0,32000,85.0,True,TALLERES LARA FORD CÓRDOBA,Andalucía
5636,VOLKSWAGEN,Golf,13200,Diésel,2014.0,129409,150.0,True,Ocasion Plus,Comunidad_de_Madrid
5637,CHEVROLET,Epica,4800,Gasolina,2006.0,128000,143.0,False,464e07afc9e46359fb480839150595c5,Navarra
5638,MERCEDES-BENZ,Clase GLA,33500,Diésel,2019.0,13875,136.0,True,Flick Canarias,Canarias
5639,OPEL,Astra,2999,Diésel,2005.0,100000,150.0,True,Navacar Motor,Aragón
5640,FIAT,500X,17500,Gasolina,2019.0,40,120.0,True,Auto Vidal,Islas_Baleares
5641,MERCEDES-BENZ,Clase A,30490,Diésel,2020.0,10000,116.0,True,ITRA CONCESIONARIO OFICIAL MERCEDES-BENZ,Comunidad_de_Madrid
5642,RENAULT,Megane,4700,Diésel,2012.0,160000,110.0,False,76fc79c6883257faf3835d397698902c,Canarias
5643,BMW,Serie 3,5477,Diésel,2007.0,201821,122.0,True,AUTOBOSCH  Auto Taller Emili Bosch,Catalunya
5644,NISSAN,QASHQAI,10099,Diésel,2013.0,115415,110.0,True,Autohero,Comunidad_de_Madrid
5645,NISSAN,Cabstar,5500,Diésel,2006.0,80000,118.5,False,c01a4cbda3f0ed99c6738349c475f9f6,Catalunya
5646,CITROEN,Berlingo,4800,Diésel,2007.0,150000,92.0,True,Talleres Siroco Sc,Galicia
5647,AUDI,A3,13700,Diésel,2013.0,77300,150.0,False,de0ea6b3560d8b7372adcf89a9a43cb5,Andalucía
5648,RENAULT,Clio,5500,Diésel,2015.0,165000,75.0,True,Automoviles 7ª Avenida SLU,Extremadura
5649,SMART,fortwo,14890,Eléctrico,2019.0,2082,82.0,True,Mercedes Benz Aguinaga,País_Vasco
5650,RENAULT,Captur,18500,Gasolina,2020.0,3460,100.0,True,Gaursa,País_Vasco
5651,CITROEN,C4,2100,Diésel,2005.0,224769,110.0,True,Talleres Chinchilla,Comunidad_de_Madrid
5652,OPEL,Adam,8990,Gasolina,2016.0,83000,70.0,True,GGS Valencia,Comunidad_Valenciana
